15174	0	0	15282	6461	17946	6	7683	5174	7178	6741	9846	0	0	382	8357	1876	16942	3895	35439	17296	7480	85145	64455	8998	913	2526	5112	5531	181	9491	0	0	3930	13499	9819	7016	0	84	13642	12810	18532	876	2085	14023	0	0	20908	7633	2609	0	4449	5357	0	0	4852	0	7251	0	23245	3399	8115	1411	567	25726	4941	3257	2272	1075	0	2196	1019	9322	4507	0	0	4477	0	4913	17398	17844	0	1447	1	0	0	11370	32405	3927	4257	32834	30058	3484	0	0	3	0	11691	16957	18925	0	1992	5490	24252	4333	9738	15171	353	22948	0	977	0	2999	9281	13472	14781	1641	2848	3544	953	0	18109	8595	0	0	0	16291	4304	0
17967	0	0	12060	5165	17819	1602	11932	6253	9642	6629	10247	0	0	1186	5492	2625	17286	5876	31652	13817	6591	81704	58240	5467	1369	4222	9798	6551	576	11412	0	0	1912	13943	10381	10668	0	1774	11059	8598	15549	1987	3547	11963	0	0	19897	8394	1197	0	2229	3081	47	0	3525	0	9827	0	20418	6121	10988	4773	968	19364	4958	2893	2069	121	0	2803	1256	8102	4476	0	0	6319	0	5548	10729	18125	0	2418	0	0	0	11574	36141	3091	4373	32740	28162	2050	0	0	389	0	9155	19680	19816	0	3539	2312	27151	4812	6139	20359	1842	21296	0	616	0	4427	13145	17532	15801	1770	2552	2650	631	0	19770	6687	47	0	0	21162	3382	0
10202	0	0	11750	6820	6832	0	3981	3900	15097	4642	10122	0	0	1903	8601	256	18738	1491	30201	17135	4983	60296	80784	9124	312	2389	8474	12974	452	10658	0	0	4988	16080	14306	5750	10	599	13465	9665	12152	8652	1120	12995	0	0	16572	16193	1121	0	3993	4305	2222	0	3000	0	16728	0	16553	7428	11594	7185	246	25294	421	1908	4402	0	0	3943	141	13488	10493	0	0	5315	0	10721	8284	26857	0	3858	3	0	0	4847	24667	9703	2652	23486	26549	2465	0	0	0	0	2044	19683	11146	0	1179	4941	26622	5117	9844	19968	3099	24350	0	1066	0	4668	14553	14596	22478	2523	5314	8331	3225	0	6343	6169	1910	0	0	16154	6141	0
13610	0	0	10098	7477	10070	9	12506	6501	14697	3824	8006	0	0	2918	4591	2933	17167	1576	44231	24650	9464	56491	74720	7601	327	4527	9337	10189	233	8499	0	0	6717	10550	10471	9197	0	1745	12806	11787	14719	3502	1202	9782	0	0	16956	12254	315	0	2200	2766	103	0	2939	0	8002	0	24839	7483	11483	5432	1148	26997	97	1248	4227	13	0	2654	535	7763	7193	0	0	5166	0	14852	9936	24326	0	3160	157	0	0	5575	27181	7743	2005	25152	25161	3524	0	0	0	0	3522	12116	16164	0	1742	2719	21566	5999	10544	28192	2738	33606	0	2029	0	9499	10704	20974	16163	1434	3501	6539	1402	0	7961	3285	532	0	0	12299	5455	0
30478	0	0	9448	4532	5355	0	18847	4398	5790	4218	9088	0	0	2024	3908	7685	28103	4642	30177	9180	4651	55723	56054	5013	1542	3207	6434	5317	1353	5141	0	0	710	20616	9720	2585	0	3497	10984	6750	11685	2320	2463	16480	0	218	18805	28986	3405	0	5328	2166	0	0	5550	0	6365	0	16514	10694	15894	1737	2348	23276	1974	8246	4491	2044	0	23	2464	4557	13116	0	0	8908	0	6694	6659	10750	0	1295	210	0	0	12070	39466	2494	360	33316	34635	4701	0	0	0	0	5546	15814	26958	0	3326	4680	36361	2040	4221	29244	5905	30010	0	786	0	3286	10004	7088	21107	294	3930	7808	796	0	14431	3686	2151	0	0	6698	3953	0
20926	0	0	11158	9301	2759	0	18185	4620	1879	7707	5040	0	0	2593	1821	3144	24560	9203	30865	10132	5471	42477	58083	7070	1349	6520	4560	10724	496	2041	0	0	361	14067	7559	982	0	3518	21780	7421	8440	3206	461	13897	0	77	19385	29632	958	0	3875	423	24	0	4028	0	11199	0	20313	10743	17050	5959	1153	30385	1456	5471	7120	321	0	105	2130	3327	16314	0	0	5134	0	3966	7330	11388	0	221	2237	0	101	9847	33202	2573	1276	32017	39631	2857	0	0	0	0	4013	18641	30404	0	2329	5289	46880	3905	5110	13396	4398	34698	0	1454	0	8199	12530	15469	17350	132	7651	5319	369	0	18809	4745	123	0	0	9626	1557	0
16942	0	0	10942	6500	6355	0	10003	12068	5378	6065	18712	0	0	0	2127	5989	20401	2685	35508	17256	2199	55244	37927	6980	2361	3947	19161	16588	1299	4898	0	0	406	21828	13174	3662	0	7765	11876	13996	12021	2362	3670	9820	0	0	13398	18999	2214	0	1372	2260	0	0	3011	0	5117	0	12762	9338	16557	3098	6293	24298	1502	3266	2605	1046	0	21	4566	5281	17774	0	0	7308	0	5432	7996	14327	0	1376	1654	0	1370	4897	42323	5243	804	32978	34748	1669	0	0	1140	0	4736	15620	20602	0	3312	7971	22140	5104	4381	20708	1936	22925	0	1427	0	2775	22126	11195	24284	1101	7795	9407	2846	0	23801	6442	59	0	0	8075	3074	0
22628	0	0	14143	5660	7335	0	18081	11886	2746	13709	21135	0	0	0	1479	3692	20487	4791	52624	16269	4395	57030	32522	3729	860	1751	11957	15672	131	4665	0	0	481	15440	10667	7156	0	3632	9139	10764	9591	1798	994	10781	0	0	15460	29726	260	0	2248	1785	23	0	2119	0	6614	0	18275	6520	13602	6481	5878	29940	170	4187	5449	1723	0	184	3375	5280	22867	0	0	4568	0	4576	5668	10359	0	487	1266	0	1089	6236	44857	5499	2428	28998	37344	343	0	0	987	0	2464	18448	23881	0	1984	5477	19754	3482	2356	19220	2157	23285	0	129	29	5347	27197	8581	18163	1149	4383	3710	2309	0	21296	5415	111	0	0	8857	4125	0
5677	0	0	17980	4291	7842	0	9870	6123	672	2991	22057	0	0	311	5388	2770	35845	16198	36109	12755	813	73184	44906	3398	2984	2693	1509	3108	0	12469	0	31	8	12024	12250	2091	203	363	33697	18547	8857	4293	1041	16044	0	2362	14498	10073	1379	0	1448	15272	0	0	4067	0	2244	0	17356	2217	10008	3227	5605	21016	626	5847	7914	509	0	8268	844	13605	2483	0	0	3237	0	2540	15425	3349	0	2965	1935	0	4915	4649	22917	2893	1532	39461	24269	5587	0	0	3	0	4035	24573	25304	0	202	3505	35647	8429	4614	32330	3371	25926	0	4243	1803	3837	7992	8547	18874	42	5699	6455	813	0	11905	12813	693	0	0	19551	860	0
15265	0	0	10816	4681	2945	0	11290	2873	2823	4048	21846	0	0	851	3518	794	34844	7605	37822	14134	1702	65945	43688	1505	2819	3468	9597	5497	0	13189	0	1	27	12092	16521	1534	16	295	31899	18574	9836	3914	1285	13977	0	3497	17356	12850	5286	0	1139	16066	0	0	7426	0	5686	0	14710	2880	8867	2751	2327	24449	153	8420	8457	304	0	7556	737	18044	1991	0	0	2941	0	3494	13518	9231	0	2755	640	0	3430	4243	30293	2095	1292	42566	19548	4770	0	0	42	0	2149	24955	20936	0	1222	2648	29038	9883	4721	27536	3183	22641	0	4030	888	3936	8614	11358	19621	1	4239	4096	160	0	16100	9331	277	0	0	18250	4841	0
